Index,Name,Description,Brand,Category,Subcategory,Price,Currency,Discount_Pct,Final_Price,Tax_Rate,Stock,EAN,SKU,Internal_ID,Color,Size,Material,Weight_kg,Length_cm,Width_cm,Height_cm,Rating,Review_Count,Availability,Supplier,Country_of_Origin,Warranty_Months,Tags,Image_URL,Created_At,Updated_At
56,Wildcraft Bedding Pink XXL,Over ability understand might baby this meeting friend matter ground clearly or pick.,Wildcraft,Home & Kitchen,Bedding,52813.67,USD,5,50172.99,5,786,2689743249716,WIL-HOM-000056,PROD-B2FE63C0,Pink,XXL,Plastic,11.2,32.7,128.1,7.6,2.0,22853,Discontinued,Davis LLC,India,36,Home & Kitchen|Bedding|Wildcraft|Pink|Plastic,https://cdn.example.com/products/prod-b2fe63c0.jpg,2024-10-25 15:07:02,2025-06-06 15:07:02
57,Calvin Klein Activewear Olive 6,Box purpose instead character drug different hope rather lay person before under eye.,Calvin Klein,Clothing,Activewear,70528.59,INR,20,56422.87,0,3188,3000564316132,CAL-CLO-000057,PROD-3798D9F3,Olive,6,Denim,25.94,109.2,85.0,18.2,3.4,23584,Out of Stock,Goodwin Group,Bangladesh,0,Clothing|Activewear|Calvin Klein|Olive|Denim,https://cdn.example.com/products/prod-3798d9f3.jpg,2022-07-01 09:57:02,2022-09-25 09:57:02
58,Nike Laptops Yellow 34,Outside agreement by civil once enjoy road religious attorney always candidate wide house environmental.,Nike,Electronics,Laptops,60422.86,INR,70,18126.86,12,2429,6705398262132,NIK-ELE-000058,PROD-BD7DCE82,Yellow,34,Rubber,5.29,93.7,33.3,26.0,1.0,8971,In Stock,Dalton and Sons,Germany,36,Electronics|Laptops|Nike|Yellow|Rubber,https://cdn.example.com/products/prod-bd7dce82.jpg,2023-10-05 04:36:03,2023-10-26 04:36:03
59,Polo Mice Pink 40,Enjoy there determine significant able research want.,Polo,Electronics,Mice,74442.78,EUR,0,74442.78,12,1851,1918453593415,POL-ELE-000059,PROD-4371538C,Pink,40,Stainless Steel,19.53,68.3,130.6,88.0,2.8,19562,Pre-Order,"Woodward, Brady and Dunn",USA,24,Electronics|Mice|Polo|Pink|Stainless Steel,https://cdn.example.com/products/prod-4371538c.jpg,2022-03-25 23:07:51,2022-12-08 23:07:51
60,Wildcraft Coats Maroon 6,Security economic threat under center thought responsibility add again left reveal large gun ago stop.,Wildcraft,Clothing,Coats,99825.07,INR,20,79860.06,28,1643,1368226740186,WIL-CLO-000060,PROD-F323285D,Maroon,6,Leather,3.78,196.0,10.5,40.9,3.3,16089,Pre-Order,Reyes PLC,South Korea,18,Clothing|Coats|Wildcraft|Maroon|Leather,https://cdn.example.com/products/prod-f323285d.jpg,2023-05-19 09:39:42,2023-11-13 09:39:42
61,VIP Remote Control Green 36,Computer sign suggest full anyone treatment church need check huge effect difference maintain beat.,VIP,Toys & Games,Remote Control,5338.89,INR,70,1601.67,12,2971,0764079939141,VIP-TOY-000061,PROD-EFDBCF6B,Green,36,Metal,11.78,174.8,41.2,23.3,4.0,1018,In Stock,Hernandez-Serrano,Bangladesh,24,Toys & Games|Remote Control|VIP|Green|Metal,https://cdn.example.com/products/prod-efdbcf6b.jpg,2023-02-21 06:53:24,2023-08-31 06:53:24
62,Lenovo Laptops White 6,Such send fast available outside some do decision hand consumer total by term weight sister bring.,Lenovo,Electronics,Laptops,68548.06,USD,10,61693.25,18,1204,9687928421431,LEN-ELE-000062,PROD-42CF24D6,White,6,Cotton,28.82,88.0,73.7,19.3,4.9,20957,In Stock,"Hughes, Kline and Olson",Germany,12,Electronics|Laptops|Lenovo|White|Cotton,https://cdn.example.com/products/prod-42cf24d6.jpg,2022-10-04 09:37:08,2023-05-21 09:37:08
63,Casio Vitamins Orange 32,Say others building left fact crime mind different center group.,Casio,Beauty & Health,Vitamins,98505.85,INR,15,83729.97,18,57,7553585734349,CAS-BEA-000063,PROD-405ED8A0,Orange,32,Metal,0.96,127.9,74.6,29.4,1.2,24893,Limited Stock,"Johnson, Shields and Kane",South Korea,12,Beauty & Health|Vitamins|Casio|Orange|Metal,https://cdn.example.com/products/prod-405ed8a0.jpg,2023-11-19 07:42:30,2024-06-04 07:42:30
64,Prestige Jackets Blue 30,About across commercial early why affect fact.,Prestige,Clothing,Jackets,20108.29,INR,50,10054.15,12,2234,3507228950607,PRE-CLO-000064,PROD-E49383A3,Blue,30,Denim,21.87,136.1,121.7,57.7,3.5,13862,In Stock,Avila PLC,China,24,Clothing|Jackets|Prestige|Blue|Denim,https://cdn.example.com/products/prod-e49383a3.jpg,2022-10-27 04:05:24,2022-11-29 04:05:24
65,Titan Car Accessories Silver S,Building local goal lay election keep necessary staff price.,Titan,Automotive,Car Accessories,42075.78,INR,0,42075.78,18,1229,8594426421898,TIT-AUT-000065,PROD-56CA9690,Silver,S,Ceramic,0.26,52.4,3.9,4.3,2.0,20469,Out of Stock,"Morris, Keller and Reynolds",South Korea,12,Automotive|Car Accessories|Titan|Silver|Ceramic,https://cdn.example.com/products/prod-56ca9690.jpg,2023-12-17 15:49:01,2024-09-24 15:49:01
66,Canon Dolls Yellow 42,Case go level oil manager long difficult material support sister product chair stage.,Canon,Toys & Games,Dolls,6096.12,INR,0,6096.12,12,2498,2744172199398,CAN-TOY-000066,PROD-39024679,Yellow,42,Ceramic,14.9,125.3,77.3,91.3,3.9,3587,In Stock,"Fuller, Bender and Jenkins",Italy,36,Toys & Games|Dolls|Canon|Yellow|Ceramic,https://cdn.example.com/products/prod-39024679.jpg,2023-08-27 14:37:06,2024-06-13 14:37:06
67,Prestige Activewear Teal 10,Everybody well every big view spring notice under she without power must.,Prestige,Clothing,Activewear,83356.46,USD,70,25006.94,0,879,1738277846357,PRE-CLO-000067,PROD-B7394312,Teal,10,Leather,16.6,170.8,20.0,2.3,1.8,3716,Limited Stock,Greene Inc,China,0,Clothing|Activewear|Prestige|Teal|Leather,https://cdn.example.com/products/prod-b7394312.jpg,2024-12-02 16:07:53,2025-08-09 16:07:53
68,Asus Storage Silver 11,Sometimes and floor something behind group last into move fact.,Asus,Home & Kitchen,Storage,35379.61,INR,30,24765.73,12,1822,2050942157360,ASU-HOM-000068,PROD-3CC5E7CB,Silver,11,Linen,8.65,21.6,10.9,56.4,3.3,2667,Pre-Order,"Fry, Greene and Moss",Vietnam,12,Home & Kitchen|Storage|Asus|Silver|Linen,https://cdn.example.com/products/prod-3cc5e7cb.jpg,2023-12-01 05:15:07,2024-04-29 05:15:07
69,Canon TVs Green S,Large skill daughter eight actually effect thousand tax tax.,Canon,Electronics,TVs,19473.17,USD,15,16552.19,12,3818,3983426144879,CAN-ELE-000069,PROD-26C1C3AC,Green,S,Ceramic,25.14,191.7,60.6,82.5,3.1,22696,Pre-Order,Sparks-Oliver,Vietnam,6,Electronics|TVs|Canon|Green|Ceramic,https://cdn.example.com/products/prod-26c1c3ac.jpg,2022-10-21 22:59:34,2023-07-14 22:59:34
70,Zara TVs Black XXL,Important exist south something hand word agency form defense ball keep beautiful pressure film describe case off.,Zara,Electronics,TVs,35501.09,EUR,5,33726.04,5,1932,7847258874372,ZAR-ELE-000070,PROD-88814C10,Black,XXL,Cotton,5.42,37.1,122.2,98.5,4.5,3555,Limited Stock,Daniels-Jones,USA,6,Electronics|TVs|Zara|Black|Cotton,https://cdn.example.com/products/prod-88814c10.jpg,2022-06-29 12:30:35,2023-03-30 12:30:35
71,Decathlon Ethnic Wear Blue 7,Kind hand board when performance list can financial.,Decathlon,Clothing,Ethnic Wear,5938.43,INR,0,5938.43,28,4300,8918098085330,DEC-CLO-000071,PROD-2BF64DA7,Blue,7,Wool,22.5,82.9,141.4,21.9,3.2,23487,In Stock,"Rice, Campos and Yates",South Korea,18,Clothing|Ethnic Wear|Decathlon|Blue|Wool,https://cdn.example.com/products/prod-2bf64da7.jpg,2024-11-24 23:42:29,2025-07-16 23:42:29
72,Adidas Backpacks Green M,My fight its go marriage beyond shoulder bar close leader consumer official compare street house.,Adidas,Bags & Luggage,Backpacks,13804.34,INR,30,9663.04,5,3040,3265423927632,ADI-BAG-000072,PROD-8A6B5096,Green,M,Rubber,11.31,187.9,21.4,85.1,1.5,13010,In Stock,Zamora-Dunn,Bangladesh,6,Bags & Luggage|Backpacks|Adidas|Green|Rubber,https://cdn.example.com/products/prod-8a6b5096.jpg,2024-08-02 18:15:31,2025-05-28 18:15:31
73,Havells Sling Bags Olive 34,Study these site success really goal traditional card stay station beat share business.,Havells,Bags & Luggage,Sling Bags,7945.47,EUR,60,3178.19,18,3584,5494858973893,HAV-BAG-000073,PROD-ED242783,Olive,34,Cotton,24.43,150.0,26.0,74.5,2.0,24247,Discontinued,Cooper LLC,Germany,18,Bags & Luggage|Sling Bags|Havells|Olive|Cotton,https://cdn.example.com/products/prod-ed242783.jpg,2022-11-24 03:32:08,2023-08-04 03:32:08
74,Dell GPS Silver One Size,Realize my its visit write alone anyone image field question make court campaign ball produce admit.,Dell,Automotive,GPS,52183.71,INR,40,31310.23,0,1086,7872509637611,DEL-AUT-000074,PROD-2F066F47,Silver,One Size,Leather,9.68,52.1,95.9,29.5,1.2,9876,Out of Stock,Jackson-Barber,Vietnam,24,Automotive|GPS|Dell|Silver|Leather,https://cdn.example.com/products/prod-2f066f47.jpg,2023-12-24 17:50:50,2024-05-16 17:50:50
75,Levi's Monitors Orange 9,Include middle plan lay exist ago eight action no front teach manager green various agree.,Levi's,Electronics,Monitors,1964.52,INR,60,785.81,28,2632,6366270950365,LEV-ELE-000075,PROD-8569F343,Orange,9,Wool,26.04,77.0,109.6,70.8,1.2,9070,Limited Stock,Burton Ltd,USA,36,Electronics|Monitors|Levi's|Orange|Wool,https://cdn.example.com/products/prod-8569f343.jpg,2023-09-07 09:41:42,2023-11-20 09:41:42
76,LG Shorts Yellow 38,Mother smile left culture drug matter.,LG,Clothing,Shorts,284.84,INR,25,213.63,0,4375,3370942966236,LG-CLO-000076,PROD-9428659A,Yellow,38,Silk,12.39,182.8,57.2,37.9,4.7,620,Limited Stock,Floyd PLC,Germany,12,Clothing|Shorts|LG|Yellow|Silk,https://cdn.example.com/products/prod-9428659a.jpg,2023-02-04 12:26:48,2023-05-16 12:26:48
77,Philips Backpacks Red One Size,Coach over own little table nature responsibility message.,Philips,Bags & Luggage,Backpacks,60313.72,INR,70,18094.12,12,389,8731016402831,PHI-BAG-000077,PROD-82D8C3C3,Red,One Size,Nylon,9.11,26.9,141.7,9.5,2.0,21596,Pre-Order,"Reyes, Rodriguez and Sanders",USA,0,Bags & Luggage|Backpacks|Philips|Red|Nylon,https://cdn.example.com/products/prod-82d8c3c3.jpg,2024-01-09 22:01:55,2024-05-31 22:01:55
78,Nike Shorts Yellow XL,So sort professor long assume discover author mouth professional company carry.,Nike,Clothing,Shorts,99436.6,INR,20,79549.28,12,896,7223732541273,NIK-CLO-000078,PROD-D8EE3C92,Yellow,XL,Glass,14.43,141.8,100.5,24.3,2.8,5069,Limited Stock,Burnett-Andrews,Japan,18,Clothing|Shorts|Nike|Yellow|Glass,https://cdn.example.com/products/prod-d8ee3c92.jpg,2023-08-11 23:29:44,2023-11-29 23:29:44
79,Casio Notebooks White S,Everyone notice support difficult focus page former our learn imagine expect exactly draw coach option five just quite.,Casio,Books & Stationery,Notebooks,46572.38,INR,15,39586.52,0,2009,3517892695070,CAS-BOO-000079,PROD-58474056,White,S,Nylon,18.89,134.1,35.6,73.8,1.1,189,In Stock,Brown LLC,India,12,Books & Stationery|Notebooks|Casio|White|Nylon,https://cdn.example.com/products/prod-58474056.jpg,2024-07-26 15:00:05,2024-10-07 15:00:05
80,Woodland Formal Shoes Silver 42,Majority can show magazine very among might article dinner.,Woodland,Footwear,Formal Shoes,40188.59,INR,5,38179.16,0,2771,4787744583155,WOO-FOO-000080,PROD-31903E67,Silver,42,Aluminium,26.59,198.9,71.3,74.3,4.7,23667,In Stock,Ray and Sons,South Korea,0,Footwear|Formal Shoes|Woodland|Silver|Aluminium,https://cdn.example.com/products/prod-31903e67.jpg,2022-03-15 15:13:25,2022-04-13 15:13:25
81,Havells TVs Silver 30,Play four physical when hard movement serve choose relationship budget ten song ok her blood.,Havells,Electronics,TVs,34361.77,INR,50,17180.88,0,4895,4950564026632,HAV-ELE-000081,PROD-63689DEB,Silver,30,Glass,10.97,25.9,2.7,62.2,5.0,22004,Pre-Order,"Smith, Tyler and Murphy",Italy,0,Electronics|TVs|Havells|Silver|Glass,https://cdn.example.com/products/prod-63689deb.jpg,2023-06-02 00:28:28,2024-03-21 00:28:28
82,Sony Swimming Teal M,Manage yeah property probably wonder course few company they tell lot agency if our.,Sony,Sports & Fitness,Swimming,9426.43,INR,15,8012.47,0,1522,9532433111769,SON-SPO-000082,PROD-5AEF7905,Teal,M,Ceramic,28.81,102.2,136.9,86.2,4.6,3567,Out of Stock,"Buck, Mills and Fernandez",Bangladesh,18,Sports & Fitness|Swimming|Sony|Teal|Ceramic,https://cdn.example.com/products/prod-5aef7905.jpg,2023-11-01 15:49:53,2024-08-10 15:49:53
83,Crompton Card Games Beige XS,Bank in toward reach market hold than not create during baby value in try individual protect police order.,Crompton,Toys & Games,Card Games,85248.15,USD,25,63936.11,28,2354,6241879917134,CRO-TOY-000083,PROD-8B9AA095,Beige,XS,Leather,22.8,28.0,22.1,21.3,1.6,5629,Out of Stock,Cameron-Oconnor,South Korea,0,Toys & Games|Card Games|Crompton|Beige|Leather,https://cdn.example.com/products/prod-8b9aa095.jpg,2024-05-16 11:24:34,2025-03-29 11:24:34
84,Nikon Formal Shoes Green 8,Return popular attention most theory series particularly number quickly firm several condition.,Nikon,Footwear,Formal Shoes,39755.55,INR,5,37767.77,0,994,5592444047567,NIK-FOO-000084,PROD-1DA32955,Green,8,Metal,26.42,156.0,142.9,35.5,4.1,4464,Pre-Order,Nguyen LLC,Germany,36,Footwear|Formal Shoes|Nikon|Green|Metal,https://cdn.example.com/products/prod-1da32955.jpg,2023-07-06 13:10:02,2024-04-25 13:10:02
85,Nikon Formal Shirts Blue 38,System sister fire yourself under truth foreign hundred visit issue rate method nothing late.,Nikon,Clothing,Formal Shirts,26985.3,INR,10,24286.77,5,947,3143235532827,NIK-CLO-000085,PROD-A4D98EC1,Blue,38,Denim,21.45,140.9,68.1,49.5,1.6,3376,Out of Stock,Knox Group,Italy,24,Clothing|Formal Shirts|Nikon|Blue|Denim,https://cdn.example.com/products/prod-a4d98ec1.jpg,2023-06-06 09:37:28,2023-07-23 09:37:28
86,Titan Cycles Teal XXL,Movie go dinner return one resource east six behind garden response only authority.,Titan,Sports & Fitness,Cycles,77846.73,INR,25,58385.05,0,2906,7174387211748,TIT-SPO-000086,PROD-BDB8A413,Teal,XXL,Cotton,13.45,7.7,56.4,66.4,4.0,17850,Out of Stock,"Wall, Smith and Willis",India,0,Sports & Fitness|Cycles|Titan|Teal|Cotton,https://cdn.example.com/products/prod-bdb8a413.jpg,2022-08-25 13:49:36,2023-07-10 13:49:36
87,Havells Jackets White M,Mention reveal over long east within from few see recently upon level field above.,Havells,Clothing,Jackets,82007.18,INR,5,77906.82,18,1719,3265241223145,HAV-CLO-000087,PROD-30EC44EE,White,M,Silk,14.14,48.7,114.2,17.9,3.4,10913,Discontinued,Hoffman-Miller,India,24,Clothing|Jackets|Havells|White|Silk,https://cdn.example.com/products/prod-30ec44ee.jpg,2023-03-21 10:30:12,2023-04-24 10:30:12
88,Prestige Handbags Red 30,Plan prevent want service by experience.,Prestige,Bags & Luggage,Handbags,94493.7,INR,70,28348.11,0,442,0350172471482,PRE-BAG-000088,PROD-C15E420A,Red,30,Polyester,21.05,2.7,101.1,79.8,3.5,10908,Pre-Order,Deleon-Jenkins,China,6,Bags & Luggage|Handbags|Prestige|Red|Polyester,https://cdn.example.com/products/prod-c15e420a.jpg,2024-10-02 12:11:47,2025-06-11 12:11:47
89,Sony Fiction Red 6,Almost hospital policy wait focus certain citizen thing eight much.,Sony,Books & Stationery,Fiction,29717.83,INR,5,28231.94,12,3835,2188047963194,SON-BOO-000089,PROD-15F43139,Red,6,Glass,21.7,193.8,51.0,59.8,1.5,1176,Limited Stock,Evans-Smith,Italy,0,Books & Stationery|Fiction|Sony|Red|Glass,https://cdn.example.com/products/prod-15f43139.jpg,2022-01-31 07:45:27,2022-08-19 07:45:27
90,LG Formal Shoes Teal 32,Exist huge pass describe per stock some learn raise entire newspaper two make book.,LG,Footwear,Formal Shoes,16021.32,INR,30,11214.92,5,2000,0685036444617,LG-FOO-000090,PROD-187DE079,Teal,32,Ceramic,9.19,105.8,26.8,61.7,1.5,21460,Discontinued,Morrison Ltd,South Korea,36,Footwear|Formal Shoes|LG|Teal|Ceramic,https://cdn.example.com/products/prod-187de079.jpg,2023-09-17 22:36:45,2024-05-12 22:36:45
91,Lacoste Heels Olive L,Line away behind concern page music coach sing likely industry scene authority his.,Lacoste,Footwear,Heels,71650.44,USD,10,64485.4,0,2193,7480693858073,LAC-FOO-000091,PROD-A176DBD1,Olive,L,Plastic,29.8,33.1,110.2,9.2,3.5,17900,Limited Stock,"Cooper, Anderson and Spears",Italy,12,Footwear|Heels|Lacoste|Olive|Plastic,https://cdn.example.com/products/prod-a176dbd1.jpg,2024-07-22 21:03:49,2024-09-19 21:03:49
92,Bata Board Games Green One Size,Ever charge center between example enough good lawyer break modern job bag yet perform.,Bata,Toys & Games,Board Games,52295.79,INR,50,26147.9,0,1501,4074794966237,BAT-TOY-000092,PROD-79701A89,Green,One Size,Wood,16.69,53.6,109.6,64.4,4.5,17319,Discontinued,"Stewart, Alvarez and Brandt",India,36,Toys & Games|Board Games|Bata|Green|Wood,https://cdn.example.com/products/prod-79701a89.jpg,2023-07-07 16:08:34,2024-03-24 16:08:34
93,Lacoste Bike Accessories Grey XXL,Small final article low true base focus should difference.,Lacoste,Automotive,Bike Accessories,47130.85,INR,0,47130.85,0,1032,0463838572352,LAC-AUT-000093,PROD-01407DBD,Grey,XXL,Metal,27.42,174.1,41.9,62.8,4.2,7249,Pre-Order,"Gill, Bullock and Hoover",Germany,18,Automotive|Bike Accessories|Lacoste|Grey|Metal,https://cdn.example.com/products/prod-01407dbd.jpg,2022-10-24 03:37:30,2023-08-01 03:37:30
94,HP Trolleys Cyan L,Conference kid like such time choose bar certain true just.,HP,Bags & Luggage,Trolleys,13315.99,INR,20,10652.79,18,3091,2487199164689,HP-BAG-000094,PROD-DC1C6466,Cyan,L,Stainless Steel,27.02,130.6,19.3,17.0,3.2,24843,Discontinued,Franco PLC,India,0,Bags & Luggage|Trolleys|HP|Cyan|Stainless Steel,https://cdn.example.com/products/prod-dc1c6466.jpg,2024-01-05 15:21:22,2024-02-06 15:21:22
95,Wildcraft Planners Red XXL,Account happen part college art size hair address nothing bit pretty table mission thought adult parent.,Wildcraft,Books & Stationery,Planners,23976.99,EUR,30,16783.89,5,2884,7631169186866,WIL-BOO-000095,PROD-2C18499E,Red,XXL,Polyester,9.96,110.8,74.2,95.9,4.0,18005,Out of Stock,Webb LLC,Bangladesh,36,Books & Stationery|Planners|Wildcraft|Red|Polyester,https://cdn.example.com/products/prod-2c18499e.jpg,2022-03-13 05:56:37,2022-09-24 05:56:37
96,Havells Formal Shoes Green 9,Short clear my instead its plan sure but significant machine product.,Havells,Footwear,Formal Shoes,2954.3,USD,0,2954.3,18,4022,0321497407494,HAV-FOO-000096,PROD-1215BFF7,Green,9,Leather,8.02,5.8,111.1,66.9,4.2,20600,Pre-Order,Brown-Shaffer,USA,24,Footwear|Formal Shoes|Havells|Green|Leather,https://cdn.example.com/products/prod-1215bff7.jpg,2022-08-08 18:35:14,2022-10-06 18:35:14
97,Wildcraft Skincare Pink 32,Policy month reason at trade early approach win law eye social community add financial young issue.,Wildcraft,Beauty & Health,Skincare,85004.88,INR,70,25501.46,28,652,2607667349091,WIL-BEA-000097,PROD-9A3B5555,Pink,32,Aluminium,1.45,119.7,121.0,82.9,2.5,22332,Limited Stock,Williams-Erickson,Vietnam,0,Beauty & Health|Skincare|Wildcraft|Pink|Aluminium,https://cdn.example.com/products/prod-9a3b5555.jpg,2023-07-02 22:13:16,2024-01-06 22:13:16
98,Lenovo Chargers Rose Gold 36,Day cut someone better relate think every have treatment rise help.,Lenovo,Automotive,Chargers,73824.66,INR,0,73824.66,0,3017,6708777366452,LEN-AUT-000098,PROD-C87A3F70,Rose Gold,36,Leather,15.68,166.4,96.7,21.6,1.1,20069,In Stock,Joseph-Brown,Vietnam,6,Automotive|Chargers|Lenovo|Rose Gold|Leather,https://cdn.example.com/products/prod-c87a3f70.jpg,2022-09-14 08:02:03,2022-10-31 08:02:03
99,VIP Non-Fiction Teal One Size,Who item plan town food form box effort race feel middle attorney yard.,VIP,Books & Stationery,Non-Fiction,97650.54,INR,30,68355.38,0,3398,9676983984111,VIP-BOO-000099,PROD-1FD84322,Teal,One Size,Wool,24.85,121.0,54.6,65.4,4.5,9424,Limited Stock,"Ruiz, West and Woodward",Taiwan,6,Books & Stationery|Non-Fiction|VIP|Teal|Wool,https://cdn.example.com/products/prod-1fd84322.jpg,2024-08-25 16:18:22,2025-01-07 16:18:22
100,Nike Tote Bags Beige 38,Population when idea cell agent reveal three style line.,Nike,Bags & Luggage,Tote Bags,16182.21,USD,5,15373.1,18,1296,9107680753422,NIK-BAG-000100,PROD-5111B132,Beige,38,Nylon,28.98,133.7,66.9,60.7,4.9,7607,Out of Stock,"Jones, Maxwell and Crawford",Bangladesh,6,Bags & Luggage|Tote Bags|Nike|Beige|Nylon,https://cdn.example.com/products/prod-5111b132.jpg,2024-11-12 19:52:18,2025-06-07 19:52:18
101,Polo Loafers Red 40,Attention example party board fear performance herself fly box minute at go particular.,Polo,Footwear,Loafers,68490.0,EUR,15,58216.5,0,4655,5639264052491,POL-FOO-000101,PROD-F8D56337,Red,40,Denim,29.82,158.2,147.7,62.5,4.2,20684,In Stock,"Williams, Terry and Perez",South Korea,12,Footwear|Loafers|Polo|Red|Denim,https://cdn.example.com/products/prod-f8d56337.jpg,2024-07-17 23:51:10,2024-09-11 23:51:10
102,Fossil Dolls Yellow M,Mission war fast final model world director create both picture when better.,Fossil,Toys & Games,Dolls,94685.59,INR,60,37874.24,0,3494,7357977720565,FOS-TOY-000102,PROD-499E63AD,Yellow,M,Glass,15.06,147.9,29.5,20.2,4.6,14906,Out of Stock,Bush-Obrien,China,18,Toys & Games|Dolls|Fossil|Yellow|Glass,https://cdn.example.com/products/prod-499e63ad.jpg,2022-09-06 07:23:07,2022-10-29 07:23:07
